date,platform_id,brand_id,product_id,ad_spend,clicks,impressions
1/9/2026,MKP_1,B19,P10010,179.78,63,1761
1/9/2026,MKP_1,B03,P10007,382.55,42,4329
1/9/2026,MKP_1,B12,P10002,260.98,25,1791
1/9/2026,MKP_1,B17,P10040,181.72,119,2352
1/9/2026,MKP_1,B08,P10000,2141.19,414,27646
1/9/2026,MKP_1,B17,P10001,162.56,34,733
1/9/2026,MKP_1,B12,P10350,1489.12,607,17666
1/9/2026,MKP_1,B14,P10183,238.51,92,2505
1/9/2026,MKP_1,B16,P10002,600.29,281,8283
1/9/2026,MKP_1,B01,P10137,501.86,113,3788
1/9/2026,MKP_1,B06,P10029,957.15,432,10381
1/9/2026,MKP_1,B16,P10018,189.53,98,2067
1/9/2026,MKP_1,B11,P10006,204.83,42,2024
1/9/2026,MKP_1,B20,P10062,522.03,185,3905
1/9/2026,MKP_1,B11,P10006,138.41,34,1280
1/9/2026,MKP_1,B18,P10028,1216.01,417,9213
1/9/2026,MKP_1,B19,P10000,242.68,42,3005
1/9/2026,MKP_1,B04,P10008,94.86,39,1096
1/9/2026,MKP_1,B09,P10572,150.5,116,2293
1/9/2026,MKP_1,B01,P10008,81.43,23,545
1/9/2026,MKP_1,B10,P10000,171.88,42,1362
1/9/2026,MKP_1,B16,P10000,171.18,23,1276
1/9/2026,MKP_1,B12,P10011,699.93,131,4859
1/9/2026,MKP_1,B04,P10000,405.89,72,2460
1/9/2026,MKP_1,B10,P10008,78.08,5,252
1/9/2026,MKP_1,B09,P10065,335.93,186,4311
1/9/2026,MKP_1,B09,P10286,600.62,185,8112
1/9/2026,MKP_1,B18,P10033,1499.24,247,20933
1/9/2026,MKP_1,B01,P10000,287.03,104,2178
1/9/2026,MKP_1,B16,P10001,148.26,33,1208
1/9/2026,MKP_1,B14,P10220,149.25,26,640
1/9/2026,MKP_1,B02,P10017,298.19,87,2725
1/9/2026,MKP_1,B19,P10265,600.07,313,7410
1/9/2026,MKP_1,B09,P10019,622.94,151,5722
1/9/2026,MKP_1,B06,P10007,171,93,2145
1/9/2026,MKP_1,B16,P10008,696.31,66,5053
1/9/2026,MKP_1,B12,P10158,254.63,59,1544
1/9/2026,MKP_1,B05,P10030,213.24,37,2269
1/9/2026,MKP_1,B09,P10173,2207.73,944,26486
1/9/2026,MKP_1,B16,P10022,397.82,105,4351
1/9/2026,MKP_1,B12,P10006,84.53,13,898
1/9/2026,MKP_1,B10,P10001,255.76,31,1516
1/9/2026,MKP_1,B13,P10017,309.46,195,4021
1/9/2026,MKP_1,B19,P10000,22.28,19,337
1/9/2026,MKP_1,B11,P10030,172.62,47,1880
1/9/2026,MKP_1,B02,P10008,374.38,201,4921
1/9/2026,MKP_1,B03,P10001,227.12,89,2401
1/9/2026,MKP_1,B20,P10009,169.08,56,2440
1/9/2026,MKP_1,B13,P10040,928.16,377,8086
1/9/2026,MKP_1,B06,P10000,661.86,133,4944
1/9/2026,MKP_1,B20,P10021,934.3,164,5077
1/9/2026,MKP_1,B02,P10008,71.42,13,687
1/9/2026,MKP_1,B05,P10078,415.64,106,3767
1/9/2026,MKP_1,B18,P10000,529.85,221,6384
1/9/2026,MKP_1,B13,P10036,181.9,41,2206
1/9/2026,MKP_1,B20,P10100,478.77,73,4936
1/9/2026,MKP_1,B09,P10001,81.21,48,1103
1/9/2026,MKP_1,B02,P10000,253.78,83,2402
1/9/2026,MKP_1,B14,P10010,141.48,53,1741
1/9/2026,MKP_1,B17,P10041,2207.58,213,15906
1/9/2026,MKP_1,B05,P10005,235.26,44,2194
1/9/2026,MKP_1,B07,P10012,376.4,101,4549
1/9/2026,MKP_1,B18,P10000,151.14,21,670
1/9/2026,MKP_1,B02,P10028,237.28,24,926
1/9/2026,MKP_1,B07,P10000,411.04,23,1938
1/9/2026,MKP_1,B08,P10000,367.3,199,5018
1/9/2026,MKP_1,B05,P10070,111.32,38,1291
1/9/2026,MKP_1,B11,P10179,1079.98,352,13047
1/9/2026,MKP_1,B03,P10127,77.82,23,880
1/9/2026,MKP_1,B10,P10328,136.5,1,719
1/9/2026,MKP_1,B01,P10001,246.33,67,2472
1/9/2026,MKP_1,B18,P10646,687.58,52,4089
1/9/2026,MKP_1,B11,P10015,229.66,17,2047
1/9/2026,MKP_1,B11,P10032,299.09,96,2076
1/9/2026,MKP_1,B20,P10001,513.18,73,3950
1/9/2026,MKP_1,B18,P10053,566.08,205,7672
1/9/2026,MKP_1,B15,P10000,330.3,64,2055
1/9/2026,MKP_1,B18,P10070,150.4,24,650
1/9/2026,MKP_1,B02,P10001,64.58,40,975
1/9/2026,MKP_1,B01,P10353,178.92,84,1495
1/9/2026,MKP_1,B03,P10003,220.85,40,1711
1/9/2026,MKP_1,B18,P10020,895.24,149,4707
1/9/2026,MKP_1,B09,P10005,499.95,149,5551
1/9/2026,MKP_1,B13,P10005,59.17,22,478
1/9/2026,MKP_1,B10,P10002,64.54,20,711
1/9/2026,MKP_1,B15,P10001,529.23,257,7214
1/9/2026,MKP_1,B09,P10036,388.37,87,4883
1/9/2026,MKP_1,B03,P10001,252.31,84,1901
1/9/2026,MKP_1,B17,P10017,340.97,55,2122
1/9/2026,MKP_1,B14,P10009,66.9,5,188
1/9/2026,MKP_1,B03,P10139,306.27,28,1919
1/9/2026,MKP_1,B02,P10000,853.22,210,10872
1/9/2026,MKP_1,B06,P10025,603.26,145,5675
1/9/2026,MKP_1,B02,P10001,406.28,61,3769
1/9/2026,MKP_1,B15,P10021,438.32,176,5180
1/9/2026,MKP_1,B13,P10004,17.74,0,0
1/9/2026,MKP_1,B03,P10011,1455.49,533,20363
1/9/2026,MKP_1,B05,P10003,221.55,20,1140
1/9/2026,MKP_1,B02,P10002,191.79,102,2326
1/9/2026,MKP_1,B12,P10000,573.62,164,4431
1/9/2026,MKP_1,B15,P10076,560.67,133,3424
1/9/2026,MKP_1,B17,P10006,715.69,217,5259
1/9/2026,MKP_1,B17,P10004,128.12,74,1783
1/9/2026,MKP_1,B18,P10646,653.31,291,8118
1/9/2026,MKP_1,B02,P10249,2079.38,805,24933
1/9/2026,MKP_1,B15,P10000,239.33,82,1764
1/9/2026,MKP_1,B03,P10004,78.52,7,467
1/9/2026,MKP_1,B17,P10014,242.35,100,3041
1/9/2026,MKP_1,B02,P10571,168.69,27,1445
1/9/2026,MKP_1,B06,P10005,243.59,138,3211
1/9/2026,MKP_1,B16,P10266,190.77,68,2697
1/9/2026,MKP_1,B07,P10012,236.69,76,1520
1/9/2026,MKP_1,B18,P10009,518.9,70,2759
1/9/2026,MKP_1,B08,P10037,677.56,151,6611
1/9/2026,MKP_1,B13,P10084,1282.62,200,13349
1/9/2026,MKP_1,B10,P10005,453.42,175,5474
1/9/2026,MKP_1,B20,P10005,122.27,21,838
1/9/2026,MKP_1,B14,P10001,210.1,70,2458
1/9/2026,MKP_1,B16,P10078,680.25,218,7365
1/9/2026,MKP_1,B02,P10001,94.6,34,1039
1/9/2026,MKP_1,B11,P10000,324.3,88,1973
1/9/2026,MKP_1,B16,P10050,637.48,98,7775
1/9/2026,MKP_1,B12,P10364,328.38,58,4023
1/9/2026,MKP_1,B10,P10000,74.32,25,541
1/9/2026,MKP_1,B09,P10004,332.73,110,4099
1/9/2026,MKP_1,B11,P10002,229.41,24,886
1/9/2026,MKP_1,B08,P10004,374.76,77,3270
1/9/2026,MKP_1,B13,P10036,210.89,78,3041
1/9/2026,MKP_1,B04,P10001,242.9,92,2044
1/9/2026,MKP_1,B09,P10206,207.77,61,1735
1/9/2026,MKP_1,B04,P10073,435.23,129,3496
1/9/2026,MKP_1,B18,P10000,287.88,126,2374
1/9/2026,MKP_1,B07,P10003,711.37,214,7567
1/9/2026,MKP_1,B12,P10000,366.3,161,3423
1/9/2026,MKP_1,B02,P10266,202.14,46,1862
1/9/2026,MKP_1,B15,P10539,1719.12,853,20490
1/9/2026,MKP_1,B12,P10066,247.64,31,1980
1/9/2026,MKP_1,B02,P10013,707.65,276,8001
1/9/2026,MKP_1,B20,P10092,272.37,70,1987
1/9/2026,MKP_1,B09,P10019,832.47,407,9421
1/9/2026,MKP_1,B15,P10082,1843.66,750,16427
1/9/2026,MKP_1,B13,P10006,378.59,157,3179
1/9/2026,MKP_1,B03,P10005,94.24,10,558
1/9/2026,MKP_1,B20,P10006,510.85,171,4458
1/9/2026,MKP_1,B17,P10003,1028.3,386,8580
1/9/2026,MKP_1,B17,P10000,395.24,94,4778
1/9/2026,MKP_1,B13,P10000,301.92,143,4098
1/9/2026,MKP_1,B20,P10002,934.37,115,10321
1/9/2026,MKP_1,B03,P10402,720.31,62,4361
1/9/2026,MKP_1,B13,P10002,414.76,152,5530
1/9/2026,MKP_1,B12,P10008,605.85,135,7611
1/9/2026,MKP_1,B05,P10069,750.71,419,9331
1/9/2026,MKP_1,B02,P10000,450.82,115,3904
1/9/2026,MKP_1,B16,P10006,289.26,152,3209
1/9/2026,MKP_1,B19,P10000,493.03,57,2872
1/9/2026,MKP_1,B17,P10011,1648.5,881,19612
1/9/2026,MKP_1,B08,P10002,648.07,183,5870
1/9/2026,MKP_1,B17,P10040,427.36,111,3111
1/9/2026,MKP_1,B09,P10227,176.1,48,1567
1/9/2026,MKP_1,B13,P10029,942.05,529,12175
1/9/2026,MKP_1,B20,P10145,473.12,165,5238
1/9/2026,MKP_1,B09,P10009,235.55,51,2334
1/9/2026,MKP_1,B05,P10000,168.18,66,2701
1/9/2026,MKP_1,B07,P10030,49.56,25,444
1/9/2026,MKP_1,B12,P10000,650.56,201,6159
1/9/2026,MKP_1,B13,P10024,269.98,121,3728
1/9/2026,MKP_1,B08,P10018,1896.35,324,10397
1/9/2026,MKP_1,B01,P10092,109.31,8,628
1/9/2026,MKP_1,B11,P10034,166.82,28,2157
1/9/2026,MKP_1,B17,P10002,168.29,51,2276
1/9/2026,MKP_1,B05,P10010,119.26,50,1526
1/9/2026,MKP_1,B10,P10023,220.35,31,2787
1/9/2026,MKP_1,B06,P10000,629.86,191,7949
1/9/2026,MKP_1,B04,P10034,456.94,186,5845
1/9/2026,MKP_1,B16,P10008,816.14,254,5893
1/9/2026,MKP_1,B04,P10004,818.25,488,10605
1/9/2026,MKP_1,B02,P10217,777.56,151,8322
1/9/2026,MKP_1,B03,P10002,338.14,163,4846
1/9/2026,MKP_1,B17,P10005,232.2,49,2787
1/9/2026,MKP_1,B12,P10000,448.8,76,3098
1/9/2026,MKP_1,B15,P10189,168.91,72,2439
1/9/2026,MKP_1,B20,P10073,271.62,55,2142
1/9/2026,MKP_1,B13,P10000,192.78,75,1582
1/9/2026,MKP_1,B01,P10003,174.02,54,2583
1/9/2026,MKP_1,B09,P10019,1079.53,71,6356
1/9/2026,MKP_1,B13,P10000,235.74,145,3055
1/9/2026,MKP_1,B09,P10002,103.48,69,1574
1/9/2026,MKP_1,B17,P10003,1676.37,704,20183
1/9/2026,MKP_1,B08,P10002,310.98,171,4366
1/9/2026,MKP_1,B01,P10012,367.34,75,3679
1/9/2026,MKP_1,B12,P10060,375.44,185,4373
1/9/2026,MKP_1,B06,P10008,275.45,33,2322
1/9/2026,MKP_1,B12,P10060,358.31,65,2120
1/9/2026,MKP_1,B08,P10038,503.2,33,2723
1/9/2026,MKP_1,B17,P10005,309.97,105,2771
1/9/2026,MKP_1,B01,P10629,227.77,25,2271
1/9/2026,MKP_1,B07,P10011,894.57,342,8265
1/9/2026,MKP_1,B16,P10001,240.59,126,2756
1/9/2026,MKP_1,B16,P10171,412.17,80,5242
1/9/2026,MKP_1,B03,P10001,336.27,56,2399
1/9/2026,MKP_1,B14,P10000,588.99,93,3756
1/9/2026,MKP_1,B04,P10003,224.42,77,1886
1/9/2026,MKP_1,B07,P10007,372.69,163,4126
1/9/2026,MKP_1,B10,P10004,535.76,293,6317
1/9/2026,MKP_1,B10,P10031,151.66,84,2309
1/9/2026,MKP_1,B18,P10001,259.77,88,3166
1/9/2026,MKP_1,B18,P10000,643.33,88,4155
1/9/2026,MKP_1,B11,P10001,281.28,78,3420
1/9/2026,MKP_1,B14,P10403,1514.09,239,11355
1/9/2026,MKP_1,B01,P10000,529.04,95,4421
1/9/2026,MKP_1,B09,P10000,212.99,23,2159
1/9/2026,MKP_1,B02,P10004,763.6,385,10388
1/9/2026,MKP_1,B18,P10006,1262.78,211,12887
1/9/2026,MKP_1,B19,P10000,230.29,155,3496
1/9/2026,MKP_1,B12,P10001,229.2,56,2516
1/9/2026,MKP_1,B03,P10005,562.94,127,3399
1/9/2026,MKP_1,B20,P10001,606.11,85,5461
1/9/2026,MKP_1,B19,P10000,231.31,62,2142
1/9/2026,MKP_1,B05,P10004,427.61,212,5155
1/9/2026,MKP_1,B09,P10000,322.48,96,2115
1/9/2026,MKP_1,B11,P10000,219.93,76,2047
1/9/2026,MKP_1,B18,P10006,147.23,15,976
1/9/2026,MKP_1,B07,P10016,408,74,2655
1/9/2026,MKP_1,B11,P10000,104.77,53,1316
1/9/2026,MKP_1,B13,P10000,145.25,70,1382
1/9/2026,MKP_1,B05,P10009,57.09,35,624
1/9/2026,MKP_1,B17,P10000,163.73,32,1188
1/9/2026,MKP_1,B09,P10006,174.76,98,2239
1/9/2026,MKP_1,B03,P10039,322.76,87,3737
1/9/2026,MKP_1,B13,P10002,924.46,260,6559
1/9/2026,MKP_1,B08,P10053,678.14,121,3885
1/9/2026,MKP_1,B17,P10000,210.81,41,1787
1/9/2026,MKP_1,B04,P10002,487.74,109,5383
1/9/2026,MKP_1,B15,P10003,312.82,180,4144
1/9/2026,MKP_1,B07,P10372,937.21,142,5162
1/9/2026,MKP_1,B01,P10001,388.08,90,2059
1/9/2026,MKP_1,B06,P10009,250.2,54,2009
1/9/2026,MKP_1,B04,P10000,419.59,98,3119
1/9/2026,MKP_1,B13,P10062,445.08,61,4211
1/10/2026,MKP_1,B07,P10013,2523.34,634,26553
1/10/2026,MKP_1,B10,P10266,694.66,277,8329
1/10/2026,MKP_1,B07,P10001,154.48,21,1248
1/10/2026,MKP_1,B17,P10019,179.5,43,1334
1/10/2026,MKP_1,B15,P10179,2632.12,626,18459
1/10/2026,MKP_1,B02,P10000,440.92,236,5030
1/10/2026,MKP_1,B09,P10072,1331.88,270,17035
1/10/2026,MKP_1,B10,P10005,483.14,42,2299
1/10/2026,MKP_1,B06,P10000,1079.72,610,12704
1/10/2026,MKP_1,B01,P10109,72.22,40,866
1/10/2026,MKP_1,B14,P10143,1404.36,446,14679
1/10/2026,MKP_1,B16,P10147,410.87,36,2332
1/10/2026,MKP_1,B03,P10000,747.28,169,4368
1/10/2026,MKP_1,B12,P10055,1339.62,298,7279
1/10/2026,MKP_1,B20,P10000,200.44,14,691
1/10/2026,MKP_1,B09,P10001,392.71,102,2903
1/10/2026,MKP_1,B16,P10007,373.3,142,3716
1/10/2026,MKP_1,B07,P10001,99.26,32,1116
1/10/2026,MKP_1,B07,P10001,50.82,3,443
1/10/2026,MKP_1,B12,P10103,1361.67,344,10521
1/10/2026,MKP_1,B20,P10000,351.08,97,2440
1/10/2026,MKP_1,B04,P10096,1343.94,499,11644
1/10/2026,MKP_1,B18,P10000,246.15,40,1440
1/10/2026,MKP_1,B05,P10000,281.19,95,2789
1/10/2026,MKP_1,B08,P10630,298.68,57,2983
1/10/2026,MKP_1,B05,P10090,849.63,301,10712
1/10/2026,MKP_1,B15,P10019,1071.58,446,12326
1/10/2026,MKP_1,B16,P10001,831.98,115,4910
1/10/2026,MKP_1,B06,P10001,1314.82,299,6882
1/10/2026,MKP_1,B15,P10016,3310.87,330,24951
1/10/2026,MKP_1,B02,P10002,1833.22,544,19893
1/10/2026,MKP_1,B11,P10035,778.14,131,6726
1/10/2026,MKP_1,B20,P10005,493.53,179,4505
1/10/2026,MKP_1,B05,P10000,1586.64,404,8274
1/10/2026,MKP_1,B08,P10027,745.97,73,4120
1/10/2026,MKP_1,B12,P10010,132.19,63,1706
1/10/2026,MKP_1,B20,P10003,1586.39,484,13861
1/10/2026,MKP_1,B12,P10016,990.99,505,10970
1/10/2026,MKP_1,B06,P10005,606.23,63,3242
1/10/2026,MKP_1,B07,P10000,178.71,84,1891
1/10/2026,MKP_1,B19,P10034,128.43,14,1287
1/10/2026,MKP_1,B15,P10006,648.57,186,7852
1/10/2026,MKP_1,B15,P10010,1856.84,756,15623
1/10/2026,MKP_1,B20,P10141,1686.23,1127,22820
1/10/2026,MKP_1,B15,P10000,1026.25,602,14190
1/10/2026,MKP_1,B12,P10006,439.37,222,4796
1/10/2026,MKP_1,B13,P10027,234.47,57,2427
1/10/2026,MKP_1,B17,P10124,1585.75,145,13192
1/10/2026,MKP_1,B11,P10001,860.02,211,5823
1/10/2026,MKP_1,B12,P10435,578.7,55,4336
1/10/2026,MKP_1,B10,P10325,1738.05,649,23722
1/10/2026,MKP_1,B05,P10049,120.47,36,1248
1/10/2026,MKP_1,B14,P10169,112.3,70,1380
1/10/2026,MKP_1,B16,P10000,261.07,152,3208
1/10/2026,MKP_1,B05,P10001,566.54,275,6264
1/10/2026,MKP_1,B09,P10002,126.91,82,2036
1/10/2026,MKP_1,B03,P10007,878.31,158,8497
1/10/2026,MKP_1,B05,P10009,955.62,126,9605
1/10/2026,MKP_1,B20,P10008,479.65,105,3164
1/10/2026,MKP_1,B02,P10000,845.65,79,4897
1/10/2026,MKP_1,B03,P10036,174.86,49,1657
1/10/2026,MKP_1,B09,P10001,1540,573,21037
1/10/2026,MKP_1,B14,P10005,45.72,31,721
1/10/2026,MKP_1,B14,P10007,828.46,472,9986
1/10/2026,MKP_1,B03,P10132,742.91,238,7520
1/10/2026,MKP_1,B11,P10022,733.77,260,9774
1/10/2026,MKP_1,B11,P10094,1012.44,222,12959
1/10/2026,MKP_1,B12,P10035,687.92,121,5950
1/10/2026,MKP_1,B19,P10000,278.78,41,1954
1/10/2026,MKP_1,B15,P10000,929.58,196,12115
1/10/2026,MKP_1,B02,P10001,231.7,69,2238
1/10/2026,MKP_1,B11,P10000,485.16,146,6340
1/10/2026,MKP_1,B05,P10002,391.74,40,2066
1/10/2026,MKP_1,B07,P10044,1728.62,585,17669
1/10/2026,MKP_1,B01,P10017,343.25,150,3084
1/10/2026,MKP_1,B08,P10003,768.31,298,7267
1/10/2026,MKP_1,B09,P10002,2134.46,295,22883
1/10/2026,MKP_1,B05,P10024,376.25,185,3887
1/10/2026,MKP_1,B05,P10018,502.06,156,6870
1/10/2026,MKP_1,B01,P10008,734.08,205,4608
1/10/2026,MKP_1,B07,P10000,895.44,152,6839
1/10/2026,MKP_1,B16,P10551,603.66,66,3799
1/10/2026,MKP_1,B12,P10068,327.49,57,3849
1/10/2026,MKP_1,B16,P10470,757.94,233,8207
1/10/2026,MKP_1,B02,P10007,144.04,18,848
1/10/2026,MKP_1,B18,P10016,1563.4,466,19878
1/10/2026,MKP_1,B05,P10078,50.36,0,46
1/10/2026,MKP_1,B05,P10000,1144.32,315,12368
1/10/2026,MKP_1,B20,P10118,2051.35,1045,23742
1/10/2026,MKP_1,B04,P10000,434.84,286,6242
1/10/2026,MKP_1,B05,P10059,542.09,230,6582
1/10/2026,MKP_1,B10,P10000,313.29,139,3264
1/10/2026,MKP_1,B11,P10000,332.26,115,4158
1/10/2026,MKP_1,B13,P10000,1914.92,364,13285
1/10/2026,MKP_1,B08,P10000,395.14,122,2713
1/10/2026,MKP_1,B16,P10006,96.96,11,474
1/10/2026,MKP_1,B01,P10127,864.66,317,6576
1/10/2026,MKP_1,B03,P10030,207.73,38,1246
1/10/2026,MKP_1,B17,P10028,1540.22,478,13562
1/10/2026,MKP_1,B15,P10085,4000,1381,42729
1/10/2026,MKP_1,B19,P10000,400.64,94,3518
1/10/2026,MKP_1,B07,P10036,226.94,121,2341
1/10/2026,MKP_1,B09,P10067,1489.73,258,20079
1/10/2026,MKP_1,B16,P10035,2009.54,567,13521
1/10/2026,MKP_1,B07,P10115,573.91,108,3593
1/10/2026,MKP_1,B18,P10023,2116.46,398,13616
1/10/2026,MKP_1,B10,P10006,155.9,16,933
1/10/2026,MKP_1,B06,P10000,219.59,47,1683
1/10/2026,MKP_1,B17,P10039,285.79,75,2710
1/10/2026,MKP_1,B06,P10001,440.95,171,4977
1/10/2026,MKP_1,B09,P10000,472.46,145,5946
1/10/2026,MKP_1,B19,P10001,205.81,60,1623
1/10/2026,MKP_1,B11,P10004,350.2,63,2602
1/10/2026,MKP_1,B07,P10001,485.02,136,4226
1/10/2026,MKP_1,B05,P10086,148.8,35,1908
1/10/2026,MKP_1,B12,P10020,260.52,66,1889
1/10/2026,MKP_1,B09,P10000,563.56,157,7185
1/10/2026,MKP_1,B01,P10000,296.34,121,2940
1/10/2026,MKP_1,B15,P10002,186.72,91,1775
1/10/2026,MKP_1,B07,P10000,189.82,38,1177
1/10/2026,MKP_1,B20,P10138,59,31,846
1/10/2026,MKP_1,B02,P10694,903.99,121,4927
1/10/2026,MKP_1,B09,P10001,670.18,125,6539
1/10/2026,MKP_1,B16,P10000,587.44,150,3932
1/10/2026,MKP_1,B05,P10006,904.52,120,8895
1/10/2026,MKP_1,B14,P10228,1626.98,201,12145
1/10/2026,MKP_1,B17,P10102,1145.36,300,14252
1/10/2026,MKP_1,B16,P10333,527.28,236,4883
1/10/2026,MKP_1,B01,P10002,1582.41,363,18091
1/10/2026,MKP_1,B08,P10005,793.3,431,9495
1/10/2026,MKP_1,B03,P10000,1720.31,305,14458
1/10/2026,MKP_1,B17,P10000,507.26,273,5983
1/10/2026,MKP_1,B11,P10035,186.91,49,2411
1/10/2026,MKP_1,B13,P10018,191.47,50,2358
1/10/2026,MKP_1,B09,P10000,1032.33,158,12564
1/10/2026,MKP_1,B02,P10020,733.62,218,6467
1/10/2026,MKP_1,B05,P10078,391.62,182,4530
1/10/2026,MKP_1,B04,P10001,1102.12,287,9531
1/10/2026,MKP_1,B15,P10035,293.95,94,3321
1/10/2026,MKP_1,B15,P10021,357.79,246,5114
1/10/2026,MKP_1,B16,P10002,567.06,192,4797
1/10/2026,MKP_1,B20,P10018,293.5,185,4062
1/10/2026,MKP_1,B07,P10120,867.72,398,8937
1/10/2026,MKP_1,B17,P10046,765.57,285,9794
1/10/2026,MKP_1,B05,P10037,1261.12,368,14655
1/10/2026,MKP_1,B13,P10161,1116.65,125,8306
1/10/2026,MKP_1,B02,P10000,336.4,89,3795
1/10/2026,MKP_1,B04,P10102,1193.19,507,10217
1/10/2026,MKP_1,B05,P10001,159.45,12,820
1/10/2026,MKP_1,B13,P10409,97.35,17,1415
1/10/2026,MKP_1,B08,P10001,366.45,64,2558
1/10/2026,MKP_1,B16,P10001,760.48,226,10716
1/10/2026,MKP_1,B18,P10020,643.96,189,4828
1/10/2026,MKP_1,B15,P10002,225.9,108,2691
1/10/2026,MKP_1,B02,P10000,404.03,51,2069
1/10/2026,MKP_1,B14,P10248,297.97,106,2254
1/10/2026,MKP_1,B02,P10157,432.17,44,3526
1/10/2026,MKP_1,B06,P10000,1721.27,257,9825
1/10/2026,MKP_1,B13,P10000,93.91,8,944
1/10/2026,MKP_1,B11,P10047,1703.37,486,13819
1/10/2026,MKP_1,B16,P10009,420.69,30,2169
1/10/2026,MKP_1,B01,P10182,410.89,202,4227
1/10/2026,MKP_1,B04,P10012,1000.71,308,6555
1/10/2026,MKP_1,B12,P10010,202.26,28,1597
1/10/2026,MKP_1,B10,P10265,2136.87,377,25480
1/10/2026,MKP_1,B18,P10007,426,142,5424
1/10/2026,MKP_1,B06,P10006,330.87,161,3701
1/10/2026,MKP_1,B15,P10000,655.2,139,5295
1/10/2026,MKP_1,B05,P10148,476.92,220,6384
1/10/2026,MKP_1,B15,P10053,2088.11,457,16136
1/10/2026,MKP_1,B14,P10005,694.19,257,9313
1/10/2026,MKP_1,B16,P10019,413.38,142,4167
1/10/2026,MKP_1,B14,P10027,963.01,292,6295
1/10/2026,MKP_1,B03,P10001,746.27,148,4774
1/10/2026,MKP_1,B01,P10004,328.15,92,1960
1/10/2026,MKP_1,B12,P10155,142.69,73,1572
1/10/2026,MKP_1,B08,P10065,544.3,242,7010
1/10/2026,MKP_1,B13,P10054,264.19,61,2790
1/10/2026,MKP_1,B01,P10001,222.17,25,1437
1/10/2026,MKP_1,B19,P10000,133.6,17,565
1/10/2026,MKP_1,B17,P10022,2352.3,916,23074
1/10/2026,MKP_1,B06,P10017,276.15,53,1820
1/10/2026,MKP_1,B04,P10002,474.28,157,4158
1/10/2026,MKP_1,B11,P10006,201.8,27,887
1/10/2026,MKP_1,B17,P10000,218.33,47,3254
1/10/2026,MKP_1,B12,P10019,338.23,97,2497
1/10/2026,MKP_1,B07,P10003,495.08,132,5485
1/10/2026,MKP_1,B01,P10048,4178.29,1042,47365
1/10/2026,MKP_1,B15,P10001,455.93,224,6088
1/10/2026,MKP_1,B13,P10006,50.89,6,465
1/10/2026,MKP_1,B05,P10054,485.93,101,3246
1/10/2026,MKP_1,B12,P10000,467.04,59,5478
1/10/2026,MKP_1,B06,P10033,2104.8,530,29089
1/10/2026,MKP_1,B20,P10027,1156.13,138,6733
1/10/2026,MKP_1,B13,P10004,3053.3,895,26065
1/10/2026,MKP_1,B18,P10007,501.93,91,2856
1/10/2026,MKP_1,B20,P10007,226.04,100,2172
1/10/2026,MKP_1,B09,P10095,242.23,49,2678
1/10/2026,MKP_1,B19,P10000,1532.52,777,15638
1/10/2026,MKP_1,B19,P10115,977.39,307,12889
1/10/2026,MKP_1,B05,P10011,3101.14,1059,33985
1/10/2026,MKP_1,B20,P10223,2849.49,585,18417
1/10/2026,MKP_1,B03,P10215,1098.15,567,11973
1/10/2026,MKP_1,B02,P10046,248.63,63,1366
1/10/2026,MKP_1,B07,P10001,306.72,46,1534
1/10/2026,MKP_1,B08,P10035,497.3,126,6502
1/10/2026,MKP_1,B10,P10006,83.5,19,813
1/10/2026,MKP_1,B08,P10326,1252.58,702,17532
1/10/2026,MKP_1,B15,P10507,859.13,259,6796
1/10/2026,MKP_1,B13,P10001,120.73,29,982
1/10/2026,MKP_1,B16,P10404,477.07,102,5170
1/10/2026,MKP_1,B01,P10018,382.04,93,3618
1/10/2026,MKP_1,B07,P10001,873.36,237,8979
1/10/2026,MKP_1,B15,P10132,1233.23,308,8084
1/10/2026,MKP_1,B14,P10023,1433.95,329,9260
1/10/2026,MKP_1,B09,P10005,619.94,176,4599
1/10/2026,MKP_1,B12,P10009,1338.8,314,9839
1/10/2026,MKP_1,B08,P10012,595.78,216,4906
1/10/2026,MKP_1,B01,P10062,413.56,106,3167
1/10/2026,MKP_1,B10,P10007,783.56,467,9668
1/10/2026,MKP_1,B11,P10001,1362.14,171,13720
1/10/2026,MKP_1,B06,P10066,1886.39,930,20407
1/10/2026,MKP_1,B20,P10013,1171.41,194,14537
1/10/2026,MKP_1,B20,P10115,829.34,297,7221
1/10/2026,MKP_1,B05,P10260,524.75,103,6765
1/10/2026,MKP_1,B02,P10002,796.23,359,9299
1/10/2026,MKP_1,B14,P10065,795.64,406,9393
1/10/2026,MKP_1,B08,P10431,988.29,423,8813
1/10/2026,MKP_1,B10,P10010,738.43,145,7431
1/10/2026,MKP_1,B09,P10000,800.65,229,9001
1/10/2026,MKP_1,B18,P10128,576.49,95,3447
1/10/2026,MKP_1,B10,P10008,820.08,185,9253
1/10/2026,MKP_1,B06,P10029,3228.79,1882,38529
1/10/2026,MKP_1,B02,P10474,411.5,52,4304
1/10/2026,MKP_1,B20,P10069,790.82,99,7191
1/10/2026,MKP_1,B08,P10165,837.08,103,9940
1/10/2026,MKP_1,B08,P10044,590.36,294,6453
1/10/2026,MKP_1,B20,P10000,368.76,91,2213
1/10/2026,MKP_1,B18,P10326,1000.86,349,13704
1/10/2026,MKP_1,B01,P10226,1878.78,263,22751
1/10/2026,MKP_1,B08,P10039,2062.07,479,13903
