date,platform_id,brand_id,product_id,units_sold,revenue
1/5/2026,MKP_1,B10,P10110,11,4854.34
1/5/2026,MKP_1,B15,P10036,8,-142.88
1/5/2026,MKP_1,B09,P10008,19,4072.28
1/5/2026,MKP_1,B14,P10000,10,1952.48
1/5/2026,MKP_1,B09,P10000,12,1251.65
1/5/2026,MKP_1,B12,P10001,19,3155.78
1/5/2026,MKP_1,B10,P10208,12,2546.42
1/5/2026,MKP_1,B07,P10227,6,3971.84
1/5/2026,MKP_1,B12,P10002,0,0
1/5/2026,MKP_1,B10,P10007,7,1422.49
1/5/2026,MKP_1,B01,P10183,5,9198.54
1/5/2026,MKP_1,B17,P10017,12,7942.14
1/5/2026,MKP_1,B20,P10003,16,1469.85
1/5/2026,MKP_1,B08,P10001,13,1926.74
1/5/2026,MKP_1,B20,P10411,4,1802.08
1/5/2026,MKP_1,B03,P10004,7,4273.08
1/5/2026,MKP_1,B06,P10013,6,3671.66
1/5/2026,MKP_1,B20,P10037,21,3796.16
1/5/2026,MKP_1,B09,P10090,6,5311.49
1/5/2026,MKP_1,B05,P10088,14,3056.63
1/5/2026,MKP_1,B01,P10024,23,5317.77
1/5/2026,MKP_1,B17,P10001,11,1104.85
1/5/2026,MKP_1,B11,P10001,11,1174.79
1/5/2026,MKP_1,B03,P10069,10,3483.12
1/5/2026,MKP_1,B09,P10000,13,2851.01
1/5/2026,MKP_1,B05,P10479,2,1575.09
1/5/2026,MKP_1,B09,P10112,22,4636.33
1/5/2026,MKP_1,B20,P10000,5,960.15
1/5/2026,MKP_1,B13,P10003,17,2983.66
1/5/2026,MKP_1,B03,P10201,18,4753.81
1/5/2026,MKP_1,B19,P10000,9,1676.38
1/5/2026,MKP_1,B15,P10000,25,4563.7
1/5/2026,MKP_1,B17,P10033,4,8368.33
1/5/2026,MKP_1,B18,P10000,12,1275.02
1/5/2026,MKP_1,B05,P10508,24,5259.68
1/5/2026,MKP_1,B02,P10000,16,3217.13
1/5/2026,MKP_1,B09,P10000,6,675.59
1/5/2026,MKP_1,B06,P10002,19,2554.99
1/5/2026,MKP_1,B20,P10026,3,7683.08
1/5/2026,MKP_1,B02,P10110,4,1506.22
1/5/2026,MKP_1,B03,P10023,9,5891.61
1/5/2026,MKP_1,B20,P10014,13,4075.02
1/5/2026,MKP_1,B18,P10000,21,2026.11
1/5/2026,MKP_1,B12,P10004,6,3511.49
1/5/2026,MKP_1,B07,P10196,1,1198.32
1/5/2026,MKP_1,B20,P10002,28,2242.85
1/5/2026,MKP_1,B20,P10003,17,4478.29
1/5/2026,MKP_1,B12,P10003,6,1700.82
1/5/2026,MKP_1,B18,P10002,23,5765.52
1/5/2026,MKP_1,B16,P10002,12,2831.83
1/5/2026,MKP_1,B12,P10003,16,2190.87
1/5/2026,MKP_1,B08,P10063,20,4265.97
1/5/2026,MKP_1,B10,P10005,19,3631.98
1/5/2026,MKP_1,B11,P10016,15,11780.77
1/5/2026,MKP_1,B10,P10005,25,4036.07
1/5/2026,MKP_1,B18,P10165,12,1814.08
1/5/2026,MKP_1,B04,P10000,10,2637.49
1/5/2026,MKP_1,B10,P10004,13,10349.06
1/5/2026,MKP_1,B19,P10256,2,393.79
1/5/2026,MKP_1,B16,P10023,6,4762.17
1/5/2026,MKP_1,B18,P10000,6,1151.28
1/5/2026,MKP_1,B09,P10078,4,7582.6
1/5/2026,MKP_1,B06,P10007,13,1784.56
1/5/2026,MKP_1,B14,P10000,9,1509.85
1/5/2026,MKP_1,B13,P10195,13,2769.13
1/5/2026,MKP_1,B07,P10000,9,2008.34
1/5/2026,MKP_1,B17,P10106,5,10388.68
1/5/2026,MKP_1,B19,P10030,10,1433.5
1/5/2026,MKP_1,B20,P10000,16,1744.77
1/5/2026,MKP_1,B18,P10078,3,5782.21
1/5/2026,MKP_1,B20,P10010,5,610.36
1/5/2026,MKP_1,B03,P10279,2,1110.69
1/5/2026,MKP_1,B14,P10000,19,2062.43
1/5/2026,MKP_1,B15,P10000,10,1377.76
1/5/2026,MKP_1,B09,P10000,11,2209.73
1/5/2026,MKP_1,B04,P10054,22,3777.31
1/5/2026,MKP_1,B06,P10000,11,1174.52
1/5/2026,MKP_1,B03,P10000,8,1745.6
1/5/2026,MKP_1,B04,P10003,9,911.45
1/5/2026,MKP_1,B04,P10437,3,1753.48
1/5/2026,MKP_1,B20,P10001,17,4131.46
1/5/2026,MKP_1,B20,P10018,5,3290.03
1/5/2026,MKP_1,B08,P10000,10,1052.21
1/5/2026,MKP_1,B18,P10000,27,4282.52
1/5/2026,MKP_1,B08,P10000,26,4429.57
1/5/2026,MKP_1,B12,P10004,11,6365.4
1/5/2026,MKP_1,B11,P10007,0,0
1/5/2026,MKP_1,B10,P10008,14,1439.16
1/5/2026,MKP_1,B17,P10001,25,1961.93
1/5/2026,MKP_1,B06,P10085,5,9212.08
1/5/2026,MKP_1,B19,P10427,4,2388.12
1/5/2026,MKP_1,B15,P10053,7,-3941.1
1/5/2026,MKP_1,B12,P10001,12,1604.65
1/5/2026,MKP_1,B01,P10306,7,1136.24
1/5/2026,MKP_1,B04,P10465,14,3498.34
1/5/2026,MKP_1,B07,P10095,0,0
1/5/2026,MKP_1,B03,P10188,10,5139.64
1/5/2026,MKP_1,B17,P10000,17,2946.35
1/5/2026,MKP_1,B09,P10111,5,3033.25
1/5/2026,MKP_1,B10,P10013,0,0
1/6/2026,MKP_1,B18,P10002,15,1951.39
1/6/2026,MKP_1,B16,P10130,8,4772.66
1/6/2026,MKP_1,B04,P10006,19,2896.06
1/6/2026,MKP_1,B13,P10001,11,1548.81
1/6/2026,MKP_1,B02,P10004,9,2554.52
1/6/2026,MKP_1,B01,P10000,21,5345.22
1/6/2026,MKP_1,B14,P10005,0,0
1/6/2026,MKP_1,B16,P10000,0,0
1/6/2026,MKP_1,B02,P10079,0,0
1/6/2026,MKP_1,B11,P10000,13,2768.23
1/6/2026,MKP_1,B18,P10000,15,2375.88
1/6/2026,MKP_1,B08,P10033,0,0
1/6/2026,MKP_1,B16,P10003,15,1571.34
1/6/2026,MKP_1,B11,P10009,33,4924.01
1/6/2026,MKP_1,B08,P10022,13,14030.2
1/6/2026,MKP_1,B18,P10000,22,3723.06
1/6/2026,MKP_1,B16,P10023,15,11610.08
1/6/2026,MKP_1,B20,P10003,12,3069.65
1/6/2026,MKP_1,B15,P10002,10,2252.92
1/6/2026,MKP_1,B20,P10000,0,0
1/6/2026,MKP_1,B10,P10001,23,3173.98
1/6/2026,MKP_1,B05,P10506,7,1931.51
1/6/2026,MKP_1,B17,P10000,27,5958.53
1/6/2026,MKP_1,B01,P10003,12,2722.11
1/6/2026,MKP_1,B04,P10000,21,1824.49
1/6/2026,MKP_1,B15,P10010,11,2304.73
1/6/2026,MKP_1,B04,P10000,15,3712.95
1/6/2026,MKP_1,B06,P10000,6,748.2
1/6/2026,MKP_1,B07,P10277,6,2169.7
1/6/2026,MKP_1,B07,P10031,13,1674.22
1/6/2026,MKP_1,B06,P10664,5,901.77
1/6/2026,MKP_1,B02,P10001,14,2684.93
1/6/2026,MKP_1,B13,P10000,23,4235.47
1/6/2026,MKP_1,B05,P10007,10,2430.54
1/6/2026,MKP_1,B16,P10003,25,5553.23
1/6/2026,MKP_1,B06,P10007,26,3680.19
1/6/2026,MKP_1,B17,P10122,3,3287.52
1/6/2026,MKP_1,B06,P10000,14,3164.33
1/6/2026,MKP_1,B09,P10020,13,1576.06
1/6/2026,MKP_1,B05,P10017,7,2863.51
1/6/2026,MKP_1,B20,P10009,10,1615.8
1/6/2026,MKP_1,B16,P10000,15,2399.31
1/6/2026,MKP_1,B18,P10000,6,1127.57
1/6/2026,MKP_1,B17,P10545,18,4322.91
1/6/2026,MKP_1,B11,P10079,14,3668.08
1/6/2026,MKP_1,B13,P10487,4,3329.28
1/6/2026,MKP_1,B09,P10000,22,3614.52
1/6/2026,MKP_1,B20,P10002,14,2916.94
1/6/2026,MKP_1,B01,P10002,29,7357.51
1/6/2026,MKP_1,B06,P10002,17,1695.92
1/6/2026,MKP_1,B07,P10000,23,2286.01
1/6/2026,MKP_1,B15,P10000,19,2684.95
1/6/2026,MKP_1,B03,P10038,8,3208.09
1/6/2026,MKP_1,B07,P10018,7,6191.68
1/6/2026,MKP_1,B06,P10001,10,1932.99
1/6/2026,MKP_1,B12,P10000,18,2975.81
1/6/2026,MKP_1,B11,P10450,26,3301.65
1/6/2026,MKP_1,B11,P10000,6,1008.67
1/6/2026,MKP_1,B09,P10380,7,3399.8
1/6/2026,MKP_1,B18,P10078,6,8517.32
1/6/2026,MKP_1,B04,P10002,23,1856.19
1/6/2026,MKP_1,B11,P10062,12,2509.52
1/6/2026,MKP_1,B11,P10025,13,2290.85
1/6/2026,MKP_1,B16,P10001,14,3064.31
1/6/2026,MKP_1,B04,P10000,9,1786.31
1/6/2026,MKP_1,B13,P10002,19,2081.08
1/6/2026,MKP_1,B02,P10000,5,416.93
1/6/2026,MKP_1,B08,P10050,4,6120.7
1/6/2026,MKP_1,B12,P10000,21,4140.22
1/6/2026,MKP_1,B07,P10046,10,1315.38
1/6/2026,MKP_1,B08,P10001,1,140.58
1/6/2026,MKP_1,B10,P10065,12,2512.41
1/6/2026,MKP_1,B18,P10009,17,3294.07
1/6/2026,MKP_1,B03,P10001,17,2698.79
1/6/2026,MKP_1,B01,P10144,0,0
1/6/2026,MKP_1,B20,P10000,9,1367.97
1/6/2026,MKP_1,B08,P10008,15,1636.16
1/6/2026,MKP_1,B17,P10132,5,3459.61
1/6/2026,MKP_1,B04,P10009,16,2112.41
1/6/2026,MKP_1,B06,P10000,13,3794.6
1/6/2026,MKP_1,B06,P10012,21,4859.66
1/6/2026,MKP_1,B03,P10001,0,0
1/6/2026,MKP_1,B10,P10009,20,2296.35
1/6/2026,MKP_1,B02,P10037,10,2538.91
1/6/2026,MKP_1,B12,P10077,13,11355.67
1/6/2026,MKP_1,B04,P10147,0,0
1/6/2026,MKP_1,B14,P10000,19,3423.57
1/6/2026,MKP_1,B17,P10005,9,1192.03
1/6/2026,MKP_1,B15,P10008,9,1527.89
1/6/2026,MKP_1,B18,P10251,0,0
1/6/2026,MKP_1,B07,P10003,17,3250.75
1/6/2026,MKP_1,B04,P10008,18,4617.06
1/6/2026,MKP_1,B08,P10652,8,12457.38
1/6/2026,MKP_1,B16,P10000,20,3216.48
1/6/2026,MKP_1,B07,P10003,1,95.02
1/6/2026,MKP_1,B20,P10001,22,4939.87
1/6/2026,MKP_1,B02,P10046,9,1093
1/6/2026,MKP_1,B19,P10001,5,1026.9
1/6/2026,MKP_1,B11,P10009,10,2382.77
1/6/2026,MKP_1,B01,P10000,20,2246.67
1/6/2026,MKP_1,B12,P10001,0,0
1/6/2026,MKP_1,B01,P10662,6,964.05
1/6/2026,MKP_1,B09,P10002,27,6896.03
1/6/2026,MKP_1,B07,P10023,19,13343.57
1/6/2026,MKP_1,B04,P10033,2,3627.83
1/6/2026,MKP_1,B09,P10417,5,3431.47
1/6/2026,MKP_1,B14,P10000,7,1483.24
1/6/2026,MKP_1,B01,P10001,16,2809.31
1/6/2026,MKP_1,B01,P10057,9,4547.82
1/6/2026,MKP_1,B04,P10006,10,2253.08
1/6/2026,MKP_1,B16,P10005,20,3220.83
1/6/2026,MKP_1,B20,P10054,16,1553.81
1/6/2026,MKP_1,B03,P10000,11,2043.85
1/6/2026,MKP_1,B17,P10001,12,1019.11
1/6/2026,MKP_1,B13,P10100,3,2608.21
1/6/2026,MKP_1,B14,P10029,8,2472.3
1/6/2026,MKP_1,B11,P10000,13,1311.38
1/6/2026,MKP_1,B16,P10261,12,6936.21
1/6/2026,MKP_1,B09,P10000,13,2931.3
1/6/2026,MKP_1,B13,P10238,15,1300.77
1/6/2026,MKP_1,B08,P10267,0,0
1/6/2026,MKP_1,B06,P10001,6,1368.35
1/6/2026,MKP_1,B08,P10024,12,2004.12
1/6/2026,MKP_1,B03,P10005,16,4472.1
1/6/2026,MKP_1,B13,P10010,10,1613
1/6/2026,MKP_1,B08,P10086,6,2617.02
1/6/2026,MKP_1,B02,P10013,7,2363.97
1/6/2026,MKP_1,B10,P10121,3,2544.9
1/6/2026,MKP_1,B04,P10199,13,2628.39
1/6/2026,MKP_1,B01,P10001,21,2212.64
1/6/2026,MKP_1,B17,P10006,0,0
1/6/2026,MKP_1,B17,P10010,9,712.84
1/6/2026,MKP_1,B15,P10173,8,18308.59
1/6/2026,MKP_1,B01,P10072,12,4581.92
1/6/2026,MKP_1,B09,P10001,27,4963.49
1/6/2026,MKP_1,B13,P10007,5,1231.38
1/6/2026,MKP_1,B04,P10006,34,5370.15
1/6/2026,MKP_1,B17,P10035,5,1274.69
1/6/2026,MKP_1,B20,P10091,15,3786.23
1/6/2026,MKP_1,B16,P10005,13,1896.82
1/6/2026,MKP_1,B02,P10018,5,4899.78
1/6/2026,MKP_1,B11,P10064,4,602.65
1/6/2026,MKP_1,B02,P10596,8,4344.69
1/6/2026,MKP_1,B07,P10198,10,7037.8
1/6/2026,MKP_1,B06,P10018,4,904.75
1/6/2026,MKP_1,B13,P10144,7,10896.19
1/6/2026,MKP_1,B14,P10307,13,9035.9
1/6/2026,MKP_1,B20,P10000,3,378.44
1/6/2026,MKP_1,B13,P10038,3,2495.42
1/6/2026,MKP_1,B08,P10000,8,1493.04
1/6/2026,MKP_1,B13,P10010,15,3234.19
1/6/2026,MKP_1,B12,P10001,17,1616.28
1/6/2026,MKP_1,B10,P10000,13,1462.29
1/6/2026,MKP_1,B07,P10025,10,2045.67
1/6/2026,MKP_1,B09,P10010,23,2480.48
1/6/2026,MKP_1,B09,P10031,25,5655.08
1/6/2026,MKP_1,B02,P10001,22,3684.52
1/6/2026,MKP_1,B08,P10266,0,0
1/6/2026,MKP_1,B17,P10086,0,0
1/6/2026,MKP_1,B17,P10008,7,660.7
1/6/2026,MKP_1,B14,P10012,26,2039.12
1/6/2026,MKP_1,B18,P10000,26,2409.6
1/6/2026,MKP_1,B13,P10000,17,4573.05
1/6/2026,MKP_1,B10,P10000,4,647.63
1/6/2026,MKP_1,B02,P10000,10,2396.97
1/6/2026,MKP_1,B09,P10000,4,1153.79
1/6/2026,MKP_1,B14,P10065,23,3250.04
1/6/2026,MKP_1,B09,P10006,18,3427.47
1/6/2026,MKP_1,B18,P10001,13,2618.84
1/6/2026,MKP_1,B04,P10001,25,2777.57
1/6/2026,MKP_1,B14,P10006,3,727.82
1/6/2026,MKP_1,B05,P10000,21,1890.41
1/6/2026,MKP_1,B10,P10001,25,2989.78
1/6/2026,MKP_1,B11,P10025,24,2236.56
1/6/2026,MKP_1,B10,P10404,24,2318.85
1/6/2026,MKP_1,B20,P10018,1,0
1/6/2026,MKP_1,B06,P10001,7,1352.01
1/6/2026,MKP_1,B10,P10039,17,1293.47
1/6/2026,MKP_1,B09,P10220,14,2345.74
1/6/2026,MKP_1,B11,P10436,5,2817.93
1/6/2026,MKP_1,B06,P10036,12,2430.24
1/6/2026,MKP_1,B16,P10686,8,2476.08
1/6/2026,MKP_1,B16,P10255,1,0
1/6/2026,MKP_1,B07,P10031,12,1708.44
1/6/2026,MKP_1,B10,P10090,10,4901.84
1/6/2026,MKP_1,B02,P10494,7,12806.08
1/6/2026,MKP_1,B10,P10078,7,8355.3
1/6/2026,MKP_1,B20,P10003,13,3012.38
1/6/2026,MKP_1,B10,P10013,10,3997.68
1/6/2026,MKP_1,B01,P10000,9,2202.04
1/6/2026,MKP_1,B11,P10000,6,1067.67
1/6/2026,MKP_1,B14,P10008,11,2796.51
1/6/2026,MKP_1,B14,P10006,17,3047.99
1/6/2026,MKP_1,B18,P10045,4,2784.54
1/6/2026,MKP_1,B19,P10626,9,4578.14
1/6/2026,MKP_1,B16,P10686,9,2501.59
1/6/2026,MKP_1,B08,P10168,5,3036.72
1/6/2026,MKP_1,B04,P10000,6,1515.35
1/6/2026,MKP_1,B01,P10003,16,3288.41
1/6/2026,MKP_1,B03,P10000,14,3592.81
1/6/2026,MKP_1,B07,P10000,13,2402.88
1/6/2026,MKP_1,B02,P10004,10,3083.47
1/6/2026,MKP_1,B03,P10590,10,7321.94
1/6/2026,MKP_1,B02,P10000,14,3104.71
1/6/2026,MKP_1,B18,P10000,16,2942.66
1/6/2026,MKP_1,B11,P10000,15,1717.77
1/6/2026,MKP_1,B17,P10242,6,9600.3
1/6/2026,MKP_1,B15,P10000,19,2142.39
1/6/2026,MKP_1,B16,P10007,12,2107.7
1/6/2026,MKP_1,B04,P10003,9,859.36
1/6/2026,MKP_1,B07,P10001,9,2397.29
1/6/2026,MKP_1,B15,P10001,27,4509.32
1/6/2026,MKP_1,B16,P10000,9,1274.56
1/6/2026,MKP_1,B18,P10000,23,4049.59
1/6/2026,MKP_1,B20,P10005,15,1927.32
1/6/2026,MKP_1,B06,P10219,8,7571.76
1/6/2026,MKP_1,B18,P10128,0,0
1/6/2026,MKP_1,B09,P10006,19,3585.32
1/6/2026,MKP_1,B10,P10151,3,4844.19
1/6/2026,MKP_1,B03,P10003,20,4004.05
1/6/2026,MKP_1,B11,P10389,5,1392.77
1/6/2026,MKP_1,B10,P10010,28,4277.99
1/6/2026,MKP_1,B12,P10085,6,8175.61
1/6/2026,MKP_1,B12,P10285,15,4859.61
1/6/2026,MKP_1,B10,P10000,3,293.27
1/6/2026,MKP_1,B11,P10001,23,2848.4
1/6/2026,MKP_1,B12,P10000,7,1360.01
1/6/2026,MKP_1,B17,P10518,5,9950.38
1/6/2026,MKP_1,B16,P10004,1,541.83
1/6/2026,MKP_1,B04,P10010,23,2563.85
1/6/2026,MKP_1,B13,P10003,12,2490.77
1/6/2026,MKP_1,B13,P10564,13,1990.01
1/6/2026,MKP_1,B16,P10012,9,1385.03
1/6/2026,MKP_1,B20,P10025,5,1194.24
1/6/2026,MKP_1,B05,P10014,2,1554.95
1/6/2026,MKP_1,B13,P10419,9,2114.65
1/6/2026,MKP_1,B09,P10000,20,3496.68
1/6/2026,MKP_1,B16,P10618,15,1293.68
1/6/2026,MKP_1,B02,P10004,12,5107.05
1/6/2026,MKP_1,B14,P10604,7,11331.52
1/6/2026,MKP_1,B13,P10066,25,4729.37
1/6/2026,MKP_1,B06,P10011,6,13954.99
1/6/2026,MKP_1,B03,P10000,14,2369.88
1/6/2026,MKP_1,B12,P10011,5,9298.01
1/6/2026,MKP_1,B07,P10018,8,4822.82
1/6/2026,MKP_1,B01,P10036,13,1012.44
1/6/2026,MKP_1,B16,P10228,0,0
1/6/2026,MKP_1,B02,P10003,15,2004.27
1/6/2026,MKP_1,B17,P10261,13,6016.71
1/6/2026,MKP_1,B12,P10119,21,4351.33
1/6/2026,MKP_1,B07,P10073,31,5455.91
1/6/2026,MKP_1,B06,P10007,8,1529.88
1/6/2026,MKP_1,B05,P10048,5,7090.85
1/6/2026,MKP_1,B09,P10013,10,4193.74
1/6/2026,MKP_1,B20,P10000,14,2583.55
1/6/2026,MKP_1,B07,P10000,21,4795.12
1/6/2026,MKP_1,B03,P10042,8,7879.26
1/6/2026,MKP_1,B01,P10004,8,2334.2
1/6/2026,MKP_1,B03,P10008,16,3011.32
1/6/2026,MKP_1,B13,P10000,15,3000.31
1/6/2026,MKP_1,B17,P10002,15,2997.21
1/6/2026,MKP_1,B20,P10018,0,0
1/6/2026,MKP_1,B11,P10000,26,5376
1/6/2026,MKP_1,B05,P10002,9,1544.63
1/6/2026,MKP_1,B09,P10130,6,2889.91
1/6/2026,MKP_1,B09,P10003,10,1540.69
1/6/2026,MKP_1,B19,P10340,9,4632.88
1/6/2026,MKP_1,B07,P10007,16,1810.67
1/6/2026,MKP_1,B04,P10031,17,3025.09
1/6/2026,MKP_1,B07,P10104,10,3220.54
1/6/2026,MKP_1,B01,P10166,21,4840.93
1/6/2026,MKP_1,B08,P10000,22,4576.25
1/6/2026,MKP_1,B18,P10001,12,3162.09
1/6/2026,MKP_1,B17,P10000,18,3200.33
1/6/2026,MKP_1,B18,P10005,25,4791.52
1/6/2026,MKP_1,B07,P10000,21,4677.32
1/6/2026,MKP_1,B09,P10022,7,4900.64
1/6/2026,MKP_1,B17,P10002,7,1418.1
1/6/2026,MKP_1,B16,P10449,7,6685.8
1/6/2026,MKP_1,B04,P10094,17,4549.68
1/6/2026,MKP_1,B17,P10041,15,14139.4
1/6/2026,MKP_1,B03,P10030,6,858.5
1/6/2026,MKP_1,B06,P10000,10,1040.05
1/6/2026,MKP_1,B17,P10000,21,1704.44
1/6/2026,MKP_1,B11,P10000,15,1783.9
1/6/2026,MKP_1,B12,P10000,23,5376.14
1/6/2026,MKP_1,B06,P10023,17,7415.08
1/6/2026,MKP_1,B16,P10000,12,1674.43
1/6/2026,MKP_1,B07,P10002,6,585.29
1/6/2026,MKP_1,B09,P10008,22,4425.96
1/6/2026,MKP_1,B09,P10220,14,2515.96
1/6/2026,MKP_1,B03,P10001,17,2501.7
1/6/2026,MKP_1,B12,P10068,7,2649.09
1/6/2026,MKP_1,B07,P10006,29,4814.85
1/6/2026,MKP_1,B20,P10155,3,743.79
1/6/2026,MKP_1,B14,P10148,6,5050.97
1/6/2026,MKP_1,B18,P10140,15,2630.98
1/6/2026,MKP_1,B04,P10003,13,2212.95
1/6/2026,MKP_1,B03,P10002,13,2616.78
1/6/2026,MKP_1,B09,P10000,5,1184.81
1/6/2026,MKP_1,B12,P10001,23,3355.14
1/6/2026,MKP_1,B12,P10017,15,13381.07
1/6/2026,MKP_1,B14,P10438,0,0
1/6/2026,MKP_1,B17,P10016,8,6206.95
1/6/2026,MKP_1,B07,P10004,0,0
1/6/2026,MKP_1,B06,P10001,7,693.96
1/6/2026,MKP_1,B08,P10001,0,0
1/6/2026,MKP_1,B13,P10000,11,1872.71
1/6/2026,MKP_1,B14,P10004,0,0
1/6/2026,MKP_1,B15,P10000,16,1468.97
1/6/2026,MKP_1,B06,P10027,7,1691.37
1/6/2026,MKP_1,B09,P10000,6,753.82
1/6/2026,MKP_1,B18,P10002,17,4856.95
1/6/2026,MKP_1,B14,P10000,21,4781.82
1/6/2026,MKP_1,B20,P10000,28,2408.68
1/6/2026,MKP_1,B08,P10001,22,3888.03
1/6/2026,MKP_1,B09,P10000,14,3331.31
1/6/2026,MKP_1,B14,P10006,4,745.26
1/6/2026,MKP_1,B03,P10000,24,4483.16
1/6/2026,MKP_1,B18,P10002,9,1441.79
1/6/2026,MKP_1,B08,P10041,6,3824.21
1/6/2026,MKP_1,B10,P10023,11,9985.33
1/6/2026,MKP_1,B11,P10003,14,1698.89
1/6/2026,MKP_1,B02,P10306,16,3241.03
1/6/2026,MKP_1,B07,P10071,4,5430.92
1/6/2026,MKP_1,B03,P10016,0,0
1/6/2026,MKP_1,B13,P10004,1,625.85
1/6/2026,MKP_1,B15,P10000,15,1493.07
1/6/2026,MKP_1,B01,P10004,12,7546.6
1/6/2026,MKP_1,B12,P10001,20,5653.84
1/6/2026,MKP_1,B16,P10255,0,0
1/6/2026,MKP_1,B03,P10000,31,2583.25
1/6/2026,MKP_1,B14,P10000,13,3026.71
1/6/2026,MKP_1,B06,P10004,8,3228.23
1/6/2026,MKP_1,B08,P10076,8,1807.03
1/6/2026,MKP_1,B15,P10002,22,3842.56
1/6/2026,MKP_1,B19,P10301,10,5740.93
1/6/2026,MKP_1,B18,P10319,7,6111.67
1/6/2026,MKP_1,B20,P10000,10,2316.83
1/6/2026,MKP_1,B14,P10017,9,2890.88
1/6/2026,MKP_1,B10,P10000,10,2305.49
1/6/2026,MKP_1,B16,P10005,14,1975.59
1/6/2026,MKP_1,B02,P10213,9,3628.04
1/6/2026,MKP_1,B19,P10000,7,763.94
1/6/2026,MKP_1,B19,P10329,1,1902.85
1/6/2026,MKP_1,B11,P10652,8,13054.23
1/6/2026,MKP_1,B11,P10026,5,11275.35
1/6/2026,MKP_1,B11,P10002,13,2697.82
1/6/2026,MKP_1,B03,P10001,0,0
1/6/2026,MKP_1,B05,P10004,8,3766.77
1/6/2026,MKP_1,B15,P10000,27,2654.94
1/6/2026,MKP_1,B01,P10000,7,949.2
1/6/2026,MKP_1,B07,P10025,0,0
1/6/2026,MKP_1,B01,P10010,0,0
1/6/2026,MKP_1,B18,P10003,23,1666.57
1/6/2026,MKP_1,B05,P10043,14,1302.46
1/6/2026,MKP_1,B08,P10001,0,0
1/6/2026,MKP_1,B08,P10001,8,1589.45
1/6/2026,MKP_1,B14,P10001,4,546.82
1/6/2026,MKP_1,B06,P10073,29,5238.74
1/6/2026,MKP_1,B04,P10001,21,4147.94
1/6/2026,MKP_1,B09,P10007,26,3575.56
1/6/2026,MKP_1,B19,P10001,12,1100.39
1/6/2026,MKP_1,B17,P10383,7,15412.28
1/6/2026,MKP_1,B12,P10063,11,1271.96
1/6/2026,MKP_1,B20,P10004,14,8385.82
1/6/2026,MKP_1,B16,P10042,6,2500.12
1/6/2026,MKP_1,B16,P10002,9,1661.24
1/6/2026,MKP_1,B08,P10000,16,3474.4
1/6/2026,MKP_1,B10,P10004,13,7863.08
1/6/2026,MKP_1,B19,P10011,4,7876.85
1/6/2026,MKP_1,B19,P10002,0,0
1/6/2026,MKP_1,B15,P10003,9,1240.34
1/6/2026,MKP_1,B02,P10038,11,3328.63
1/6/2026,MKP_1,B04,P10207,0,0
1/6/2026,MKP_1,B03,P10000,18,2837.16
1/6/2026,MKP_1,B10,P10204,18,3102.97
1/6/2026,MKP_1,B18,P10004,8,2954.76
1/6/2026,MKP_1,B14,P10000,19,1790.2
1/6/2026,MKP_1,B09,P10006,12,2830.66
1/6/2026,MKP_1,B09,P10012,16,3842.5
1/6/2026,MKP_1,B11,P10437,11,9149.22
1/6/2026,MKP_1,B10,P10060,17,1408.87
1/6/2026,MKP_1,B03,P10002,13,2964.61
1/6/2026,MKP_1,B04,P10130,8,7868.03
1/6/2026,MKP_1,B15,P10010,16,1959.76
1/6/2026,MKP_1,B14,P10008,15,2606.31
1/6/2026,MKP_1,B08,P10031,10,1121.31
1/6/2026,MKP_1,B09,P10004,7,3756.02
1/6/2026,MKP_1,B08,P10178,21,2311.15
1/6/2026,MKP_1,B18,P10000,15,3740.52
1/6/2026,MKP_1,B02,P10004,10,6727
1/6/2026,MKP_1,B14,P10000,12,2265.94
1/6/2026,MKP_1,B07,P10035,9,1307.87
1/6/2026,MKP_1,B04,P10001,0,0
1/6/2026,MKP_1,B04,P10004,11,4384.92
1/6/2026,MKP_1,B09,P10188,8,6859.46
1/6/2026,MKP_1,B03,P10000,0,0
1/6/2026,MKP_1,B07,P10013,7,3926.06
1/6/2026,MKP_1,B08,P10291,4,9094.7
1/6/2026,MKP_1,B12,P10012,16,1264.99
1/6/2026,MKP_1,B06,P10009,8,1310.28
1/6/2026,MKP_1,B15,P10031,21,5007.59
1/6/2026,MKP_1,B11,P10230,11,11161.13
1/6/2026,MKP_1,B02,P10008,16,2620.03
1/6/2026,MKP_1,B12,P10028,11,8766.49
1/6/2026,MKP_1,B10,P10000,10,1937.2
1/6/2026,MKP_1,B15,P10003,4,1045.68
1/6/2026,MKP_1,B08,P10061,8,1032.27
1/6/2026,MKP_1,B05,P10000,25,4037.34
1/6/2026,MKP_1,B05,P10068,10,3165.55
1/6/2026,MKP_1,B11,P10002,19,4278.94
1/6/2026,MKP_1,B20,P10002,14,2521.97
1/6/2026,MKP_1,B10,P10022,12,11176.72
1/6/2026,MKP_1,B03,P10000,8,2086.09
1/6/2026,MKP_1,B17,P10018,12,4527.27
1/6/2026,MKP_1,B07,P10253,8,1674.61
1/6/2026,MKP_1,B09,P10000,21,5474.52
1/6/2026,MKP_1,B17,P10001,0,0
1/6/2026,MKP_1,B03,P10014,9,5597.16
1/6/2026,MKP_1,B03,P10008,22,2820.92
1/6/2026,MKP_1,B06,P10084,3,5349.78
1/6/2026,MKP_1,B13,P10019,29,5264.59
